,TARGETID,Redrock z,Redrock spectype,best z,best spectype,best flag,N_VI,all VI issue,all VI comments,merger comment,DELTACHI2,ZWARN,ZERR,FIBER,FLUX_G,FLUX_R,FLUX_Z,FIBERFLUX_G,FIBERFLUX_R,FIBERFLUX_Z,MW_TRANSMISSION_G,MW_TRANSMISSION_R,MW_TRANSMISSION_Z
0,3.51913E+16,0.3855,GALAXY,0.3855,GALAXY,4,3,--|--|--,--|--|--,none,651.9041155,0,5.87E-05,1252,2.533373,12.313652,27.995237,1.0099369,4.908875,11.160387,0.941849,0.96044695,0.9776793
1,3.51913E+16,0.1129,GALAXY,0.1129,GALAXY,4,3,--|--|--,--|--| LRG,none,2426.963718,0,2.24E-05,1407,12.787602,29.82173,50.96716,6.6752067,15.567125,26.605167,0.9293437,0.95183814,0.97276783
2,3.51913E+16,0.1528,GALAXY,0.1528,GALAXY,4,3,--|--|--,--|--| LRG,none,703.4131415,0,4.46E-05,716,6.8575053,20.285156,43.551285,2.718227,8.040775,17.263168,0.9396077,0.95890677,0.97680205
3,3.51913E+16,0.2511,GALAXY,0.2511,GALAXY,4,3,--|--|--,--|--|--,none,1747.092023,0,9.44E-06,725,4.336353,10.7758665,21.046743,1.6679673,4.1449103,8.095578,0.9422336,0.9607111,0.97782975
4,3.51913E+16,0.6679,GALAXY,0.6679,GALAXY,3.666666667,3,--|--|--,--|--| LRG,none,381.2420297,0,8.57E-05,712,1.2513453,7.5965495,31.25362,0.21530506,1.3070537,5.3774624,0.95108724,0.96678275,0.98128164
5,3.51913E+16,0.2359,GALAXY,0.2359,GALAXY,4,3,--|--|--,--|--|LRG,none,2067.750992,0,4.90E-05,948,9.928121,39.47692,81.43348,3.961147,15.750604,32.49054,0.9341824,0.9551737,0.9746731
6,3.51913E+16,0.2473,GALAXY,0.2473,GALAXY,4,3,--|--|--,--|--|--,none,6330.92273,0,3.76E-06,726,6.567591,11.253394,15.8145485,2.0204437,3.461977,4.8651633,0.94038475,0.9594409,0.97710633
7,3.51913E+16,0,STAR,0,STAR,4,3,--|--|--,--|--|--,none,43618.55658,0,1.50E-06,727,28.062273,96.44288,197.68524,21.844294,75.073265,153.88257,0.945204,0.96275026,0.9789901
8,3.51913E+16,0.5703,GALAXY,0.5703,GALAXY,4,3,--|--|--,--|--| Redrock redshift is wrong ***,none,613.8234949,0,3.62E-05,747,2.6788614,8.902278,21.676388,0.6552079,2.177359,5.3017077,0.93497556,0.9557198,0.9749848
9,3.51913E+16,0.1017,GALAXY,0.1017,GALAXY,4,3,--|--|--,--|--|--,none,2619.32316,0,4.99E-06,740,28.790604,48.735996,75.97902,3.8043532,6.439912,10.039769,0.93990964,0.9591144,0.9769203
10,3.51913E+16,0.2778,GALAXY,0.2778,GALAXY,4,3,--|--|--,--|--|--,none,3148.535267,0,5.99E-06,729,3.5199263,7.6912365,12.165678,1.7262219,3.7718918,5.9662213,0.9360344,0.9564488,0.9754007
11,3.51913E+16,0.2556,GALAXY,0.2556,GALAXY,4,3,--|--|--,--|--|--,none,4982.771118,0,9.89E-06,741,12.458157,32.40253,62.367466,3.4723377,9.031235,17.383062,0.9341885,0.95517784,0.9746755
12,3.51913E+16,0.0335,GALAXY,0.0335,GALAXY,3.333333333,3,--|--|--,--|--| Mostly based on Halpha,none,165.1960859,0,1.54E-05,942,27.211327,38.736267,44.56214,0.91648513,1.3046484,1.5008655,0.92950857,0.95195186,0.97283286
13,3.51913E+16,0.3145,GALAXY,0.3145,GALAXY,4,3,--|--|--,--|--|--,none,387.1306421,0,4.96E-05,737,1.8686047,7.4738317,17.642324,0.919814,3.678967,8.684372,0.93373173,0.95486325,0.97449595
14,3.51913E+16,0.147,GALAXY,0.147,GALAXY,4,3,--|--|--,--|--|--,none,5149.38596,0,5.18E-06,748,5.3504753,9.978566,15.657509,3.5638459,6.646526,10.429157,0.9326942,0.95414835,0.9740878
15,3.51913E+16,0.0825,GALAXY,0.0825,GALAXY,4,3,--|--|--,--|--| LRG,none,23478.00046,0,1.13E-05,720,107.04228,264.16754,474.0424,24.501041,60.46564,108.50416,0.928662,0.95136774,0.9724989
16,3.51913E+16,0.3414,GALAXY,0.3414,GALAXY,4,3,--|--|--,--|--|--,none,183.8987465,0,5.57E-05,1253,1.9101133,8.008327,20.224203,0.72063065,3.0213106,7.630008,0.93660116,0.95683885,0.9756232
17,3.51913E+16,0.2325,GALAXY,0.2325,GALAXY,4,3,--|--|--,--|--|--,none,986.524321,0,1.38E-05,701,4.741418,15.340846,30.820505,2.377506,7.6924143,15.454434,0.93265283,0.95411986,0.9740715
18,3.51913E+16,0.3376,GALAXY,0.3376,GALAXY,4,3,--|--|--,--|--|--,none,688.4331477,0,3.78E-05,1434,1.615898,6.835401,16.335392,1.0645264,4.5030475,10.761482,0.93217254,0.9537889,0.97388244
19,3.51913E+16,0.4628,GALAXY,0.4628,GALAXY,4,3,--|--|--,--|--|--,none,488.7059455,0,6.43E-05,713,1.2722163,6.9272885,19.016169,0.60047984,3.269646,8.975537,0.93011284,0.95236874,0.9730711
20,3.51913E+16,0.1638,GALAXY,0.1638,GALAXY,1,3,--|--|--,--|--| No clear features - low S/N,"disagreement in flag, but generally low. set to 1. issues in reduction.",30.65131158,0,4.48E-05,1409,3.7225573,9.701375,12.832011,0.18187514,0.47398567,0.626941,0.92859966,0.95132476,0.97247434
21,3.51913E+16,0.1903,GALAXY,0.1903,GALAXY,4,3,--|--|--,--|--| LRG,none,2468.034232,0,3.08E-05,1427,13.381322,40.143192,77.4885,4.950411,14.8509445,28.666815,0.92996514,0.9522668,0.97301286
22,3.51913E+16,0.2107,GALAXY,0.2107,GALAXY,4,3,--|--|--,--|--|--,none,974.637257,0,9.63E-06,1418,8.056533,16.802452,27.66912,1.815241,3.7858093,6.23421,0.92746603,0.9505423,0.9720268
23,3.51913E+16,0.2317,GALAXY,0.2317,GALAXY,4,3,--|--|--,--|--|--,none,4822.071683,0,4.47E-06,1410,11.92889,25.977198,46.757774,2.9687722,6.4650087,11.636722,0.92791414,0.9508516,0.97220373
24,3.51913E+16,0.1003,GALAXY,0.1003,GALAXY,4,3,--|--|--,--|--|--,none,8341.917208,0,2.45E-06,423,26.928413,42.614304,60.391632,3.4586625,5.473345,7.75665,0.92556024,0.94922614,0.9712738
25,3.51913E+16,0.15,GALAXY,0.15,GALAXY,4,3,--|--|--,--|--|--,none,2278.86062,0,5.34E-06,919,4.1718707,6.5268884,8.132398,1.4735268,2.3053315,2.872406,0.9323301,0.9538974,0.9739445
26,3.51913E+16,0.357,GALAXY,0.357,GALAXY,4,3,--|--|--,--|--|--,none,10257.09534,0,3.67E-06,926,17.627607,36.323624,61.33732,2.902367,5.980647,10.099126,0.9253581,0.9490865,0.97119385
27,3.51913E+16,0.1011,GALAXY,0.1011,GALAXY,4,3,--|--|--,--|--|--,none,312.9391102,0,8.05E-06,426,4.481343,6.6316113,9.072212,1.1486514,1.699805,2.3253763,0.93065435,0.9527422,0.97328454
28,3.51913E+16,0.1902,GALAXY,0.1902,GALAXY,4,3,--|--|--,--|--| LRG,none,1317.90442,0,4.40E-05,922,5.834419,17.706097,33.553265,3.379085,10.254733,19.43284,0.9250488,0.9488728,0.97107154
29,3.51913E+16,0.1612,GALAXY,0.1612,GALAXY,4,3,--|--|--,--|--| LRG,none,1527.033891,0,4.28E-05,903,9.114788,26.576782,52.99254,4.1833725,12.197824,24.321743,0.9248618,0.9487435,0.9709975
30,3.51913E+16,0.2755,GALAXY,0.2755,GALAXY,4,3,--|--|--,--|--|--,none,2494.433552,0,5.95E-06,409,4.775199,9.304474,13.027911,2.1429706,4.1755776,5.846548,0.93397695,0.9550321,0.9745923
31,3.51913E+16,0.1608,GALAXY,0.1608,GALAXY,4,3,--|--|--,--|--|--,none,1788.921431,0,1.31E-05,915,18.288809,38.525543,64.00263,3.5168314,7.4082384,12.307335,0.9250283,0.9488586,0.97106344
32,3.51913E+16,0.2537,GALAXY,0.2537,GALAXY,4,3,--|--|--,--|--| LRG,none,248.7485213,0,5.93E-05,905,1.8468549,6.6559515,14.915659,0.9157745,3.3003953,7.3960223,0.93162775,0.9534133,0.973668
33,3.51913E+16,0.2558,GALAXY,0.2558,GALAXY,4,3,--|--|--,--|--| LRG,none,373.4906493,0,4.45E-05,937,3.26937,12.368696,25.128908,1.2994293,4.9160066,9.987624,0.9272249,0.95037574,0.9719316
34,3.51913E+16,0.2755,GALAXY,0.2755,GALAXY,4,3,--|--|--,--|--| LRG,none,621.1590306,0,9.44E-05,414,2.2539937,9.308659,19.652988,1.5010159,6.198972,13.087636,0.9432177,0.9613869,0.97821444
35,3.51913E+16,0.226,GALAXY,0.226,GALAXY,4,3,--|--|--,--|--|--,none,4505.862352,0,7.08E-06,745,12.083364,31.29541,59.305725,3.2867053,8.51243,16.131306,0.9394123,0.9587724,0.9767255
36,3.51913E+16,0.1027,GALAXY,0.1027,GALAXY,4,3,--|--|--,--|--|--,none,19622.94493,0,3.79E-06,718,17.030401,36.18498,66.89336,8.553889,18.174692,33.59864,0.9506359,0.9664737,0.98110616
37,3.51913E+16,0.2683,GALAXY,0.2683,GALAXY,4,3,--|--|--,--|--|--,none,1114.004659,0,6.18E-06,703,3.774798,6.9082537,9.582973,0.86522686,1.5834508,2.196527,0.939065,0.95853364,0.97658944
38,3.51913E+16,0.1646,GALAXY,0.1646,GALAXY,4,3,--|--|--,--|--| Narrow line AGN very strong [NeV] and He lines!,none,34242.34452,0,4.03E-06,744,21.786379,53.417595,72.14936,9.946188,24.386864,32.938522,0.9452202,0.96276134,0.9789964
39,3.51913E+16,0.1028,GALAXY,0.1028,GALAXY,4,3,--|--|--,--|--|--,none,598.4799952,0,9.86E-06,709,6.262962,11.837146,21.098513,1.44251,2.726378,4.859492,0.9523419,0.9676417,0.9817692
40,3.51913E+16,0.2582,GALAXY,0.2582,GALAXY,4,3,--|--|--,--|--|--,none,3978.958275,0,4.34E-06,4881,11.231648,26.365963,44.234932,2.420914,5.6830244,9.534574,0.95158035,0.9671204,0.9814733
41,3.51913E+16,0.2632,GALAXY,0.2632,GALAXY,4,3,--|--|--,--|--|--,none,2857.493268,0,6.61E-06,4892,9.033168,16.582018,23.264383,1.9080445,3.5025618,4.9140544,0.9529509,0.96805847,0.98200566
42,3.51913E+16,0.2256,GALAXY,0.2256,GALAXY,4,3,--|--|--,--|--| LRG,none,867.7069641,0,5.18E-05,129,4.4546657,14.774136,29.767382,2.3992417,7.9572124,16.032434,0.95364136,0.96853083,0.9822737
43,3.51913E+16,0.253,GALAXY,0.253,GALAXY,3,3,--|--|--,--|--| Weak lines,none,104.1476295,0,3.14E-05,105,2.3444226,6.4019527,10.523334,0.56332165,1.5382717,2.5285637,0.94950736,0.9657007,0.9806671
44,3.51913E+16,0.108,GALAXY,0.108,GALAXY,4,3,--|--|--,--|--|--,none,6875.293519,0,2.47E-06,404,4.6009626,6.0950956,7.6195536,3.1192675,4.1322293,5.1657505,0.9417358,0.9603692,0.977635
45,3.51913E+16,0.1557,GALAXY,0.1557,GALAXY,4,3,--|--|--,--|--|--,none,1576.366963,0,1.53E-05,4872,9.44277,26.163368,57.81365,2.484483,6.883832,15.211323,0.95350975,0.96844083,0.9822226
46,3.51913E+16,0.2271,GALAXY,0.2271,GALAXY,4,3,--|--|--,--|--| LRG,none,792.9607929,0,5.44E-05,111,4.199331,14.028478,27.320324,2.1954162,7.3341084,14.283105,0.95624125,0.9703087,0.98328185
47,3.51913E+16,0.1181,GALAXY,0.1181,GALAXY,4,3,--|--|--,--|--|--,none,269.915846,0,1.09E-05,138,4.979075,7.4686165,9.889768,1.1887596,1.7831403,2.3611927,0.9557196,0.96995217,0.98307973
48,3.51913E+16,0.2215,GALAXY,0.2215,GALAXY,4,3,--|--|--,--|--|LRG,none,685.1982738,0,5.81E-05,442,5.7664485,19.569067,38.745773,2.2473288,7.626553,15.100194,0.9477175,0.964474,0.9799702
49,3.51913E+16,0.2539,GALAXY,0.2539,GALAXY,4,3,--|--|--,--|--|--,none,2583.528658,0,6.65E-06,4885,3.5909421,6.985388,9.725869,1.5960898,3.1048417,4.3229213,0.9539284,0.96872723,0.9823851
50,3.51913E+16,0.205,GALAXY,0.205,GALAXY,4,3,--|--|--,--|--|--,none,2012.858344,0,9.02E-06,418,5.860202,12.956897,21.836435,2.529881,5.5935626,9.426908,0.95287216,0.9680046,0.98197514
51,3.51913E+16,0.1875,GALAXY,0.1875,GALAXY,4,3,--|--|--,--|--|--,none,2286.047599,0,1.02E-05,415,13.243609,32.991516,61.554005,2.9570267,7.3663306,13.74375,0.9490245,0.9653698,0.9804792
52,3.51913E+16,0.2525,GALAXY,0.2525,GALAXY,4,3,--|--|--,--|--|--,none,674.3442607,0,2.00E-05,4855,6.351106,14.975645,26.466711,1.2665855,2.9865558,5.2781906,0.95288694,0.9680147,0.98198086
53,3.51913E+16,0.1887,GALAXY,0.1887,GALAXY,4,3,--|--|--,--|--|--,none,2133.948666,0,6.79E-06,429,11.638114,23.696974,40.190826,2.3676057,4.8208065,8.176242,0.95403934,0.9688031,0.98242813
54,3.51913E+16,0.2535,GALAXY,0.2535,GALAXY,4,3,--|--|--,--| LRG|--,none,418.3296766,0,7.39E-05,424,2.732145,10.263563,20.63538,1.5485835,5.8174014,11.696161,0.95133346,0.9669514,0.98137736
55,3.51913E+16,0.1632,GALAXY,0.1632,GALAXY,4,3,--|--|--,--|--|--,none,1248.992219,0,7.51E-06,448,10.0356045,16.967321,20.767176,1.9163582,3.2400107,3.9656155,0.9491026,0.96542335,0.9805096
56,3.51913E+16,0.31,GALAXY,0.31,GALAXY,4,3,--|--|--,--|--|--,none,1751.831045,0,5.64E-06,437,2.823241,7.146303,14.021878,1.6521335,4.1819477,8.205468,0.9538947,0.96870416,0.98237205
57,3.51913E+16,0.2536,GALAXY,0.2536,GALAXY,4,3,--|--|--,--|--|--,none,2975.115607,0,6.13E-06,431,6.262381,12.531769,19.621265,2.1866007,4.375648,6.8510485,0.9533597,0.9683382,0.9821644
58,3.51913E+16,0.3146,GALAXY,0.3146,GALAXY,4,3,--|--|--,--|--|--,none,843.261988,0,1.14E-05,417,3.1399007,6.836538,9.7116785,0.893606,1.9456574,2.7639136,0.9524046,0.96768457,0.9817935
59,3.51913E+16,0.3555,GALAXY,0.3555,GALAXY,4,3,--|--|--,--|--|--,none,407.7013075,0,2.74E-05,4895,3.7411294,11.771371,25.249683,0.7487301,2.3558607,5.05334,0.95348066,0.9684209,0.98221135
60,3.51913E+16,0.3564,GALAXY,0.3564,GALAXY,4,3,--|--|--,--|--|--,none,6577.033461,0,4.74E-06,427,5.691355,11.241154,17.933132,1.9819298,3.9145648,6.244947,0.9546786,0.96924037,0.98267615
61,3.51913E+16,0.1451,GALAXY,0.1451,GALAXY,4,3,--|--|--,--| LRG|--,none,2140.326544,0,3.31E-05,4889,31.365564,83.832886,157.82927,5.506357,14.717217,27.707594,0.95300955,0.9680986,0.9820284
62,3.51913E+16,0.2288,GALAXY,0.2288,GALAXY,3.666666667,3,--|--|--,--|--|--,none,131.8946394,0,3.73E-05,4880,2.315943,6.122415,10.77637,0.7572058,2.0017452,3.5233722,0.9510649,0.9667675,0.98127294
63,3.51913E+16,0.4609,GALAXY,0.4609,GALAXY,4,3,--|--|--,--|--|--,none,865.9088882,0,2.57E-05,4873,2.1194165,7.1124306,15.047302,0.8996801,3.0191858,6.387493,0.9510131,0.96673197,0.9812528
64,3.51913E+16,0.2286,GALAXY,0.2286,GALAXY,4,3,--|--|--,--| LRG|--,none,2053.684585,0,3.85E-05,4864,7.3026924,25.6471,48.25517,3.2840543,11.533619,21.700571,0.95219946,0.9675442,0.98171383
65,3.51913E+16,0.0532,GALAXY,0.0532,GALAXY,4,3,--|--|--,--| LRG|--,none,14225.83496,0,1.07E-05,4891,121.69922,280.34363,493.3243,21.180725,48.791454,85.85895,0.95268637,0.96787745,0.98190296
66,3.51913E+16,0.4602,GALAXY,0.4602,GALAXY,4,3,--|--|--,--|--|--,none,2816.456779,0,8.43E-06,4861,3.1194293,9.973564,21.471212,1.5612628,4.9917316,10.746262,0.95221615,0.96755564,0.9817203
67,3.51913E+16,0.2719,GALAXY,0.2719,GALAXY,4,3,--|--|--,--|--|--,none,1222.447779,0,1.27E-05,4886,3.9687948,7.801866,11.219868,1.2560585,2.4691625,3.550904,0.9509396,0.96668166,0.98122424
68,3.51913E+16,0.1278,GALAXY,0.1278,GALAXY,4,3,--|--|--,--| LRG|--,none,1516.92611,0,3.52E-05,4224,11.856954,29.667496,54.159702,4.637403,11.603329,21.182539,0.9582325,0.9716694,0.9840529
69,3.51913E+16,0.3564,GALAXY,0.3564,GALAXY,4,3,--|--|--,--|--|--,none,5188.052024,0,4.65E-06,4876,4.726596,10.630757,18.393398,1.5475818,3.4807222,6.0223656,0.95032096,0.966258,0.9809837
70,3.51913E+16,0.229,GALAXY,0.229,GALAXY,4,3,--|--|--,--|--|--,none,1531.10929,0,1.17E-05,4244,4.894711,11.87375,20.714027,1.6243849,3.9404857,6.874267,0.957706,0.97130966,0.9838491
71,3.51913E+16,0.2524,GALAXY,0.2524,GALAXY,4,3,--|--|--,--|LRG|--,none,614.1851948,0,8.96E-05,4897,3.2900155,12.422861,25.963816,1.68864,6.376183,13.32624,0.9506775,0.9665022,0.9811223
72,3.51913E+16,0.4026,GALAXY,0.4026,GALAXY,4,3,--|--|--,--| Post-starburst|--,none,1923.832561,0,5.30E-05,4147,3.3607924,15.608914,30.334154,1.7646351,8.195698,15.927407,0.95399255,0.9687711,0.98241
73,3.51913E+16,0.3901,GALAXY,0.3901,GALAXY,4,3,--|--|--,--|--|--,none,481.676571,0,4.73E-05,4216,3.8528404,13.828131,30.252699,0.9861336,3.5393066,7.7431707,0.95202243,0.967423,0.98164505
74,3.51913E+16,0.1276,GALAXY,0.1276,GALAXY,4,3,--|--|--,--| LRG|--,none,3670.584806,0,2.53E-05,4248,22.386965,56.929077,106.32841,7.331319,18.643225,34.8206,0.95306706,0.9681379,0.9820508
75,3.51913E+16,0.2752,GALAXY,0.2752,GALAXY,4,3,--|--|--,--| LRG|--,none,3205.090049,0,3.70E-05,4221,10.688611,41.46619,84.13233,3.6613388,14.204069,28.819178,0.9502831,0.96623206,0.98096895
76,3.51913E+16,0.5267,GALAXY,0.5267,GALAXY,4,3,--|--|--,--|--|--,none,300.8837131,0,3.49E-05,4232,2.1658273,6.239775,11.447724,0.7395501,2.1306531,3.9089758,0.9521376,0.9675018,0.9816898
77,3.51913E+16,0.5689,GALAXY,0.5689,GALAXY,4,3,--|--|--,--|LRG|--,none,1420.886755,0,9.87E-05,4301,2.6716053,15.305148,52.661415,0.6242447,3.5761862,12.304816,0.946926,0.9639314,0.97966176
78,3.51913E+16,0.1285,GALAXY,0.1285,GALAXY,4,3,--|--|--,--|--|--,none,5975.90343,0,1.92E-05,4207,59.42058,151.91678,306.02878,9.489976,24.262413,48.87542,0.9570239,0.9708437,0.98358506
79,3.51913E+16,0.262,GALAXY,0.262,GALAXY,4,3,--|--|--,--| LRG|--,none,555.5661219,0,5.94E-05,4239,3.4680805,13.391159,27.38671,1.4679263,5.668044,11.591908,0.95121235,0.9668684,0.9813303
80,3.51913E+16,0.201,GALAXY,0.201,GALAXY,4,3,--|--|--,--| LRG|--,none,326.0844273,0,6.11E-05,4318,3.7520332,10.879944,20.656641,2.0504544,5.9457974,11.28868,0.9523705,0.96766126,0.9817803
81,3.51913E+16,0.0317,GALAXY,0.0317,GALAXY,4,3,--|--|--,--|--|--,none,539.5028813,0,5.75E-06,4320,6.3237042,8.329649,9.0322485,1.1951959,1.5743245,1.7071174,0.95017236,0.96615624,0.98092586
82,3.51913E+16,0.1279,GALAXY,0.1279,GALAXY,4,3,--|--|--,--|--|--,none,1397.521865,0,5.75E-06,4223,8.575821,15.339118,22.791096,1.9079384,3.412629,5.0705357,0.95801467,0.97152054,0.98396856
83,3.51913E+16,0.3873,GALAXY,0.3873,GALAXY,4,3,--|--|--,--| LRG|--,none,1328.653819,0,4.97E-05,4219,3.1704004,14.676873,30.241266,1.5648016,7.2440042,14.926058,0.9548029,0.96932536,0.9827243
84,3.51913E+16,0.2133,GALAXY,0.2133,GALAXY,4,3,--|--|--,--|--|--,none,7707.080793,0,8.75E-06,4105,10.659395,32.79892,72.596214,3.5183668,10.826001,23.96197,0.9505589,0.96642095,0.9810762
85,3.51913E+16,0.2725,GALAXY,0.2725,GALAXY,4,3,--|--|--,--|--|--,none,2309.059337,0,5.68E-06,4401,4.608909,8.091344,8.622851,1.3359045,2.345297,2.499356,0.95050853,0.96638644,0.98105663
86,3.51913E+16,0.3485,GALAXY,0.3485,GALAXY,4,3,--|--|--,--|--|--,none,1054.295165,0,1.89E-05,4121,2.7396128,7.8226776,15.524096,1.0318518,2.9463446,5.847018,0.9534654,0.9684105,0.98220545
87,3.51913E+16,0.2173,GALAXY,0.2173,GALAXY,4,3,--|--|--,--|--|--,none,1724.706968,0,9.27E-06,4109,6.2684174,13.993534,23.823246,2.0825448,4.6490464,7.914753,0.95105046,0.96675754,0.98126733
88,3.51913E+16,0.2697,GALAXY,0.2697,GALAXY,4,3,--|--|--,--| LRG|--,none,784.3264718,0,4.97E-05,4433,3.2025387,12.865741,26.059992,1.8102934,7.2725945,14.730886,0.951751,0.9672372,0.9815396
89,3.51913E+16,0.1633,GALAXY,0.1633,GALAXY,4,3,--|--|--,--|--|--,none,2604.578347,0,4.25E-06,4127,16.575289,28.05801,39.128326,2.7586212,4.6696873,6.5121174,0.9486244,0.96509564,0.98032343
90,3.51913E+16,0.3403,GALAXY,0.3403,GALAXY,4,3,--|--|--,--|--|--,none,1052.478545,0,1.51E-05,4132,3.2520025,9.675166,20.213102,1.2443635,3.702157,7.734449,0.95088685,0.96664554,0.98120373
91,3.51913E+16,0.4578,GALAXY,0.4578,GALAXY,4,3,--|--|--,--|--|--,none,369.3878471,0,3.88E-05,4406,3.7376769,10.714282,22.27426,0.6270485,1.7974733,3.736824,0.9503084,0.96624935,0.9809788
92,3.51913E+16,0.4292,GALAXY,0.4292,GALAXY,3.666666667,3,--|--|R,--|--|Two redshifts? (second has K/H at 5150),"two objects in fiber. choose dominant one, both are secure!",32.7628055,0,1.53E-05,4135,2.4223237,8.418924,16.365253,1.2840109,4.4626527,8.674795,0.9498106,0.9659084,0.98078513
93,3.51913E+16,0.2722,GALAXY,0.2722,GALAXY,4,3,--|--|--,--| LRG|--,none,611.6336147,0,4.91E-05,4417,8.460011,26.62479,51.514866,1.6013274,5.0395927,9.750835,0.9487645,0.96519166,0.980378
94,3.51913E+16,0.2467,GALAXY,0.2467,GALAXY,4,3,--|--|--,--|--|--,none,630.412634,0,8.10E-06,4330,6.2645283,14.3643875,23.612946,1.3098853,3.0035303,4.9373627,0.9496847,0.96582216,0.98073614
95,3.51913E+16,0.2772,GALAXY,0.2772,GALAXY,4,3,--|--|--,--|--|--,none,2925.089483,0,7.02E-06,4315,7.281556,18.575556,35.079433,2.2955022,5.8559227,11.058751,0.9502008,0.9661757,0.98093694
96,3.51913E+16,0.247,GALAXY,0.247,GALAXY,4,3,--|--|--,--|--|--,none,5938.85111,0,3.66E-06,4341,3.7158546,7.2141676,9.898159,1.6812937,3.2641575,4.478569,0.95338976,0.96835876,0.98217607
97,3.51913E+16,0.2718,GALAXY,0.2718,GALAXY,4,3,--|--|--,--| LRG|--,none,2192.731414,0,5.61E-05,4311,6.3186216,25.321571,52.692047,3.147937,12.615206,26.251175,0.95329577,0.96829444,0.9821396
98,3.51913E+16,0.3463,GALAXY,0.3463,GALAXY,4,3,--|--|--,--|--|--,none,1308.772152,0,1.31E-05,4429,3.9074118,9.777921,17.215326,1.2851926,3.2160704,5.662318,0.9482166,0.9648162,0.98016465
99,3.51913E+16,1.2489,GALAXY,1.2489,GALAXY,0,3,S|S|R,--| no signal| Just looks like noise,none,4.748044431,4,8.29E-05,4427,6.156144,8.173813,9.627413,2.4974952,3.316046,3.9057593,0.94879234,0.96521074,0.9803888
100,3.51913E+16,0.2142,GALAXY,0.2142,GALAXY,4,4,--|--|--|--,--|--|--|--,none,7385.548138,0,3.57E-06,4421,7.1708436,14.793528,24.145548,3.530343,7.283136,11.887313,0.95051235,0.96638906,0.9810581
101,3.51913E+16,0.466,GALAXY,0.466,GALAXY,3.75,4,--|--|--|--,--|--|--| Post-starburst,none,336.6560374,0,6.33E-05,4308,1.4599385,6.9161344,14.682916,0.68412787,3.2409036,6.880421,0.95262337,0.96783435,0.9818785
102,3.51913E+16,0.1287,GALAXY,0.1287,GALAXY,4,4,--|--|--|--,--|--|--|--,none,6545.600689,0,1.68E-05,4322,36.229076,100.40734,202.93517,9.035424,25.041296,50.61143,0.95281875,0.967968,0.9819544
103,3.51913E+16,0.0653,GALAXY,0.0653,GALAXY,4,4,--|--|--|--,--|--|--|--,none,1614.578448,0,5.42E-06,4026,11.8638735,20.433949,27.484552,2.4481015,4.2165303,5.671417,0.94769925,0.9644615,0.97996306
104,3.51913E+16,0.27,GALAXY,0.27,GALAXY,4,4,--|--|--|--,--|--|--| LRG,disagreement due to 00 bug. redrock z is secure,689.2222901,0,5.10E-05,4410,3.5946887,13.930826,29.052273,1.6323607,6.326037,13.192739,0.95339054,0.9683593,0.98217636
105,3.51913E+16,0.2888,GALAXY,0.2888,GALAXY,4,4,--|--|--|--,--|--|--|--,none,1262.199631,0,5.58E-06,4009,3.65903,7.2618327,10.827154,1.4599445,2.8974545,4.3200097,0.94856244,0.9650532,0.9802993
106,3.51913E+16,0.304,GALAXY,0.304,GALAXY,4,4,--|--|--|--,--|--|--| LRG,none,1855.499146,0,4.70E-05,4021,5.436151,22.555105,46.47734,2.4819248,10.297742,21.219658,0.9458914,0.9632218,0.9792583
107,3.51913E+16,0.3484,GALAXY,0.3484,GALAXY,4,4,--|--|--|--,--|--|--|--,none,5613.004855,0,7.56E-06,4001,9.263006,26.71167,55.204277,3.3916461,9.780467,20.213024,0.948285,0.964863,0.98019123
108,3.51913E+16,0.1033,GALAXY,0.1033,GALAXY,4,4,--|--|--|--,--|--|--|--,none,2432.952788,0,4.34E-06,4020,4.6084013,6.6365266,8.6174,2.3278027,3.3522525,4.3528347,0.9442371,0.96208674,0.97861266
109,3.51913E+16,0.065,GALAXY,0.065,GALAXY,4,4,--|--|--|--,--|--|--|--,none,15381.99627,0,1.72E-06,4037,13.940833,13.808971,10.759781,10.833575,10.731104,8.361544,0.94297177,0.96121806,0.9781183
110,3.51913E+16,0.3719,GALAXY,0.3719,GALAXY,4,4,--|--|--|--,--|--|--|--,none,1552.108104,0,1.09E-05,4019,2.9919086,7.021175,13.004828,1.4003866,3.2863166,6.0870132,0.94792664,0.96461743,0.98005164
111,3.51913E+16,0.0492,GALAXY,0.0492,GALAXY,4,3,--|--|--,--|--|--,none,772.6150266,0,5.37E-06,4005,5.180575,7.8576436,9.622543,0.98736274,1.4975836,1.8339549,0.94572437,0.9631072,0.97919315
112,3.51913E+16,0.0925,GALAXY,0.0925,GALAXY,4,4,--|--|--|--,--|--|--|--,none,1832.917347,0,4.01E-06,4000,8.705137,13.946187,19.00126,2.7695076,4.4369283,6.0451818,0.94123393,0.9600244,0.9774387
113,3.51913E+16,0.2798,GALAXY,0.2798,GALAXY,4,4,--|--|--|--,--|--|--|LRG,none,1031.341843,0,5.54E-05,4024,6.4965315,27.13316,58.194626,1.8534002,7.740839,16.602386,0.9419241,0.9604986,0.9777087
114,3.51913E+16,0.4647,GALAXY,0.4647,GALAXY,4,4,--|--|--|--,--|--|--|--,none,2806.407703,0,4.29E-06,4048,2.1495054,6.188544,11.928844,1.1380813,3.2765987,6.31587,0.94091874,0.9598079,0.97731537
