,TARGETID,Redrock z,Redrock spectype,best z,best spectype,best flag,N_VI,all VI issue,all VI comments,merger comment,DELTACHI2,ZWARN,ZERR,FIBER,FLUX_G,FLUX_R,FLUX_Z,FIBERFLUX_G,FIBERFLUX_R,FIBERFLUX_Z,MW_TRANSMISSION_G,MW_TRANSMISSION_R,MW_TRANSMISSION_Z
378,3.51913E+16,0.201,GALAXY,0.201,GALAXY,4,3,--|--|--, LRG|--|--,none,1655.731169,0,4.61E-05,1862,8.191388,26.668985,55.26543,3.5526574,11.566509,23.968971,0.92229015,0.9469657,0.96997935
379,3.51913E+16,0.2006,GALAXY,0.2006,GALAXY,4,3,--|--|--,--|--|--,none,1481.676303,0,7.25E-06,1884,3.818782,7.389955,11.247955,1.5777094,3.0531204,4.6470327,0.9267021,0.9500148,0.97172505
380,3.51913E+16,0.3599,GALAXY,0.3599,GALAXY,4,3,--|--|--,--|--|--,none,3197.046849,0,8.84E-06,1888,3.6274033,8.667132,16.400661,1.9342272,4.621544,8.745266,0.92900807,0.9516066,0.97263545
381,3.51913E+16,0.4749,GALAXY,0.4749,GALAXY,4,3,--|--|--, Post-starburst|--|--,none,529.4104564,0,8.97E-05,1874,1.591896,8.103824,16.98365,0.7509945,3.823068,8.012223,0.92949504,0.95194256,0.9728275
382,3.51913E+16,0.2102,GALAXY,0.2102,GALAXY,3.666666667,3,--|--|--, LRG|--|--,none,147.6505494,0,0.00018073,1876,2.053198,6.306108,11.421466,0.9366326,2.8767347,5.21027,0.92624766,0.94970095,0.9715455
383,3.51913E+16,0.2237,GALAXY,0.2237,GALAXY,4,3,--|--|--,--|--|--,none,1560.744206,0,2.39E-05,1850,8.679634,29.171408,62.012337,2.774469,9.32472,19.822414,0.92058283,0.9457845,0.9693024
384,3.51913E+16,0.2102,GALAXY,0.2102,GALAXY,4,3,--|--|--,--|--|--,none,1611.793236,0,1.88E-05,1858,5.6668015,17.883121,38.826736,1.9656974,6.2032886,13.4682,0.9223621,0.94701546,0.97000784
385,3.51913E+16,0.3185,GALAXY,0.3185,GALAXY,4,3,--|--|--,--|--|--,none,2764.419136,0,1.21E-05,1661,9.198938,26.015501,53.653427,2.7177227,7.6859865,15.8513,0.91952085,0.9450494,0.96888095
386,3.51913E+16,0.2355,GALAXY,0.2355,GALAXY,4,3,--|--|--,--|--|--,none,3178.590688,0,8.22E-06,1879,3.014726,7.814456,16.99812,1.2940476,3.3542945,7.2963104,0.91788423,0.943916,0.9682308
387,3.51913E+16,0.3281,GALAXY,0.3281,GALAXY,4,3,--|--|--,--|--|--,none,2213.290778,0,6.81E-06,1895,3.287284,8.573081,16.276201,1.4266385,3.7206056,7.063659,0.9177589,0.9438292,0.96818095
388,3.51913E+16,0.2092,GALAXY,0.2092,GALAXY,4,3,--|--|--,--|--|--,none,798.5071378,0,9.48E-06,1695,7.6622224,15.926443,25.103287,1.4554628,3.025277,4.768447,0.91354895,0.9409106,0.96650517
389,3.51913E+16,0.2715,GALAXY,0.2715,GALAXY,4,3,--|--|--,--|--|--,none,1358.493982,0,2.81E-05,1698,12.442833,36.229374,72.247116,2.3947127,6.972604,13.904477,0.91638005,0.9428738,0.96763265
390,3.51913E+16,0.3041,GALAXY,0.3041,GALAXY,3.666666667,3,--|--|--, LRG|--|--,none,332.6709683,0,0.000110151,1671,1.6504769,6.8245845,15.044691,1.070746,4.4274454,9.760236,0.91785365,0.94389486,0.9682186
391,3.51913E+16,0.1417,GALAXY,0.1417,GALAXY,4,3,--|--|--,--|--|--,none,348.9132838,0,1.51E-05,1650,5.149989,10.246607,16.89491,1.2620698,2.5110602,4.140311,0.9167705,0.9431444,0.967788
392,3.51913E+16,0.2396,GALAXY,0.2396,GALAXY,4,3,--|--|--,--|--|--,none,5123.994158,0,4.59E-06,1560,9.089888,17.128094,25.071058,2.4990082,4.7088857,6.89258,0.9131531,0.9406359,0.96634734
393,3.51913E+16,0.4646,GALAXY,0.4646,GALAXY,4,3,--|--|--,Beautiful E+A post-starburst|--|--,none,2298.113036,0,5.74E-05,1572,3.2459154,15.336011,26.469278,1.859558,8.785873,15.16403,0.9146082,0.9416453,0.9669273
394,3.51913E+16,0.2598,GALAXY,0.2598,GALAXY,3.666666667,3,--|--|--,LRG|--|--,none,397.2927693,0,0.00010267,1806,1.8703667,7.3527074,15.272606,1.1984506,4.711299,9.786029,0.9154121,0.9422028,0.9672474
395,3.51913E+16,0.1459,GALAXY,0.1459,GALAXY,4,3,--|--|--,--|--|--,none,7114.778481,0,2.76E-06,1586,4.586279,6.9693775,8.931494,2.9958305,4.5525084,5.834194,0.9117606,0.93966943,0.9657918
396,3.51913E+16,0.3853,GALAXY,0.3853,GALAXY,4,3,--|--|--,--|--|--,none,281.8146718,0,4.52E-05,1809,2.054509,9.568067,23.406305,0.5790541,2.6967165,6.596962,0.9133209,0.9407524,0.9664143
397,3.51913E+16,0.1152,GALAXY,0.1152,GALAXY,4,3,--|--|--,--|--|--,none,5955.718417,0,2.54E-06,1568,6.4734344,8.97418,10.740062,2.662411,3.6909242,4.4172006,0.91436136,0.94147414,0.96682894
398,3.51913E+16,0.2629,GALAXY,0.2629,GALAXY,4,3,--|--|--, LRG|--|--,none,1570.453097,0,4.71E-05,1581,4.3824677,17.111515,36.686447,2.3345559,9.115364,19.543,0.90900433,0.937755,0.96469074
399,3.51913E+16,0.2146,GALAXY,0.2146,GALAXY,4,3,--|--|--,--|--|--,none,2737.846121,0,8.25E-06,1580,22.644047,50.296654,86.54494,2.690657,5.976451,10.283619,0.9236578,0.9479114,0.97052103
400,3.51913E+16,0.4225,GALAXY,0.4225,GALAXY,4,3,--|--|--,--|LRG|--,none,781.6846532,0,4.71E-05,1591,2.3422866,10.952026,27.018867,1.041402,4.8693705,12.012835,0.91370183,0.9410167,0.9665661
401,3.51913E+16,0.2425,GALAXY,0.2425,GALAXY,4,3,--|--|--,--|--|--,none,4312.112921,0,2.41E-05,1582,18.189396,59.02295,129.90877,5.0561433,16.406729,36.111008,0.91280377,0.9403935,0.96620804
402,3.51913E+16,0.3116,GALAXY,0.3116,GALAXY,4,3,--|--|--,--|--|--,none,1262.792877,0,8.00E-06,1556,2.6838176,5.9907937,11.591136,0.8773311,1.9583704,3.7891037,0.9098708,0.93835706,0.9650371
403,3.51913E+16,0.4745,GALAXY,0.4745,GALAXY,4,3,--|--|--,--| Possible weak AGN as OIII is relatively strong|--,none,366.2266699,0,6.25E-05,1579,2.3927515,11.215163,26.897118,0.5911387,2.7707505,6.64504,0.91641253,0.9428963,0.9676456
404,3.51913E+16,0.3002,GALAXY,0.3002,GALAXY,4,3,--|--|--,--|--|--,none,1245.276109,0,5.66E-06,1814,5.00475,9.906253,15.103948,1.1451086,2.266594,3.4558492,0.9169873,0.9432946,0.96787417
405,3.51913E+16,0.5092,GALAXY,0.5092,GALAXY,3,3,--|--|R,--|--| Seems to line up slightly better than redrock fit,1/3 of inspectors disagree with redrock. i think redrock is right. flag to 3,16.60763594,0,7.44E-05,1819,1.8360957,6.0145326,13.605348,0.4766348,1.5613214,3.5318325,0.9150707,0.9419661,0.96711147
406,3.51913E+16,0.4218,GALAXY,0.4218,GALAXY,4,3,--|--|--,--| LRG|--,none,495.2508751,0,0.000110114,1564,1.2866699,6.348586,15.166879,0.76126266,3.7561626,8.973536,0.9119207,0.9397806,0.9658558
407,3.51913E+16,0.4216,GALAXY,0.4216,GALAXY,4,3,--|--|--,--|--|--,none,523.8587487,0,5.89E-05,1558,2.0172975,10.948644,28.543507,0.6517652,3.5373785,9.222073,0.9115982,0.9395567,0.96572703
408,3.51913E+16,0.3657,GALAXY,0.3657,GALAXY,4,3,--|--|--,--| LRG|--,none,178.6576451,0,0.000101378,1550,1.3849884,6.0873055,13.53398,0.6152655,2.704217,6.012318,0.9128302,0.9404118,0.9662186
409,3.51913E+16,0.3148,GALAXY,0.3148,GALAXY,4,3,--|--|--,--|--|--,none,16375.39125,0,2.87E-06,1849,5.805632,9.41883,11.785579,2.512417,4.076047,5.10027,0.91506356,0.9419611,0.9671086
410,3.51913E+16,0.2147,GALAXY,0.2147,GALAXY,4,3,--|--|--,--|--|--,none,443.8988845,0,8.23E-06,1584,3.6708527,6.794408,9.666373,0.6770619,1.2531788,1.7828919,0.91541386,0.942204,0.9672481
411,3.51913E+16,0.3,GALAXY,0.3,GALAXY,4,3,--|--|--,--|--|--,none,2413.017247,0,5.13E-06,1593,4.2813053,8.103326,12.17598,1.2118453,2.2936876,3.4464731,0.91137725,0.9394033,0.9656388
412,3.51913E+16,0.3666,GALAXY,0.3666,GALAXY,4,3,--|--|--,--|--|--,none,2158.05461,0,9.62E-06,1937,3.6048017,9.399481,17.98734,1.1562485,3.0149055,5.769481,0.9138479,0.941118,0.9666243
413,3.51913E+16,0.3675,GALAXY,0.3675,GALAXY,3.666666667,3,--|--|--,--| LRG|--,none,374.3675985,0,8.31E-05,1946,1.4311991,7.3074155,18.06839,0.6576171,3.3576608,8.302187,0.9124883,0.9401745,0.9660822
414,3.51913E+16,0.2086,GALAXY,0.2086,GALAXY,4,3,--|--|--,--|--|--,none,1053.433166,0,8.12E-06,1730,4.3400464,7.572198,9.730587,0.9692389,1.6910577,2.173079,0.92560875,0.94925964,0.971293
415,3.51913E+16,0.4476,GALAXY,0.4476,GALAXY,3.666666667,3,--|--|--,--|LRG|--,none,355.0708891,0,7.84E-05,1833,1.8750831,8.946315,21.229576,0.5970698,2.8487134,6.7599874,0.92008954,0.9454431,0.9691067
416,3.51913E+16,0.1914,GALAXY,0.1914,GALAXY,4,3,--|--|--,--|--|--,none,744.6704574,0,8.62E-06,1824,4.210299,6.863515,9.820753,0.9468678,1.5435581,2.208621,0.9232905,0.94765747,0.9703756
417,3.51913E+16,0.2727,GALAXY,0.2727,GALAXY,4,3,--|--|--,--|--|--,none,797.5219111,0,1.65E-05,1735,5.551043,16.48503,36.75838,1.0464306,3.107603,6.929345,0.9280822,0.9509676,0.97227013
418,3.51913E+16,0.3582,GALAXY,0.3582,GALAXY,4,3,--|--|--,--|--|--,none,2030.410739,0,4.02E-05,1729,4.4067135,19.836174,48.758408,1.5498282,6.976324,17.14819,0.9274865,0.9505564,0.97203493
419,3.51913E+16,0.4475,GALAXY,0.4475,GALAXY,4,3,--|--|--,--|LRG|--,none,456.7769876,0,7.31E-05,1821,1.8944486,10.034138,25.757725,0.625489,3.3129654,8.504413,0.92277133,0.94729847,0.97017
420,3.51913E+16,0.0462,GALAXY,0.0462,GALAXY,4,3,--|--|--,--| Strong line at 9500A = 9060A rest [SIII]|--,none,77359.59702,0,7.50E-07,1818,381.38074,537.1223,634.00323,16.667238,23.473513,27.70744,0.9175484,0.9436834,0.9680973
421,3.51913E+16,0.5555,GALAXY,0.5555,GALAXY,4,3,--|--|--,--|--|--,none,688.8974618,0,2.68E-05,1827,2.7370758,6.415061,10.757694,1.1045493,2.5888033,4.341277,0.9206487,0.9458301,0.9693285
422,3.51913E+16,0.3011,GALAXY,0.3011,GALAXY,4,3,--|--|--,--|--|--,none,1472.940042,0,5.17E-06,1845,2.2459908,6.406872,13.343015,0.95917016,2.7361112,5.698252,0.92221934,0.94691676,0.9699513
423,3.51913E+16,0.1457,GALAXY,0.1457,GALAXY,4,3,--|--|--,--|--|--,none,4840.43724,0,1.20E-05,1810,82.28578,193.0024,349.19736,9.459781,22.188042,40.144608,0.92140573,0.9463539,0.96962875
424,3.51913E+16,0.0464,GALAXY,0.0464,GALAXY,4,3,--|--|--,--|--|--,none,3737.41999,0,3.68E-06,1803,73.27884,151.64471,271.4276,3.9787638,8.233734,14.737493,0.9188386,0.94457704,0.96861
425,3.51913E+16,0.2606,GALAXY,0.2606,GALAXY,3.333333333,3,--|--|--,--| Noisy spectrum but Halpha+NII+SII clear|--,none,202.4288561,0,1.12E-05,1848,2.800436,6.0813527,9.105325,0.514279,1.1167947,1.6721244,0.92085546,0.94597316,0.96941054
426,3.51913E+16,0.3155,GALAXY,0.3155,GALAXY,4,3,--|--|--,--|--|--,none,600.3198438,0,2.97E-05,1829,6.2970977,15.3638,28.19829,1.7397447,4.244668,7.790545,0.92108154,0.9461296,0.96950024
427,3.51913E+16,0.1572,GALAXY,0.1572,GALAXY,4,3,--|--|--,--|LRG|--,none,1347.949549,0,3.37E-05,1840,14.10968,38.450104,70.195946,4.1567664,11.327549,20.679996,0.9200282,0.94540066,0.9690823
428,3.51913E+16,0.358,GALAXY,0.358,GALAXY,4,3,--|--|--,--| LRG|--,none,1431.73702,0,5.31E-05,1720,5.28212,26.59857,63.495518,1.7394559,8.75918,20.909721,0.9245367,0.9485189,0.9708689
429,3.51913E+16,0.2078,GALAXY,0.2078,GALAXY,4,3,--|--|--,--| LRG|--,none,1588.780564,0,4.71E-05,1843,5.4352098,18.295172,38.331116,2.7371776,9.213469,19.30359,0.91903174,0.9447108,0.9686867
430,3.51913E+16,0.2728,GALAXY,0.2728,GALAXY,4,3,--|--|--,--|--|--,none,942.632089,0,1.35E-05,1531,3.77285,9.443031,18.979824,1.0685214,2.6743925,5.3753395,0.9325049,0.9540179,0.97401327
431,3.51913E+16,0.4288,GALAXY,0.4288,GALAXY,2.666666667,3,--|--|--,--|Noisy spectrum - no emission lines so doubtful redshift|--,none,26.35144204,0,8.61E-05,1816,2.0643692,5.9933634,12.491646,0.47274512,1.3724935,2.8606148,0.91802156,0.94401115,0.9682854
432,3.51913E+16,0.3119,GALAXY,0.3119,GALAXY,3.666666667,3,--|--|--,--| LRG|--,none,325.0484442,0,5.85E-05,1524,1.6641117,7.313616,15.2717705,0.8712574,3.8290951,7.9956427,0.9253239,0.9490628,0.9711803
433,3.51913E+16,0.0108,GALAXY,0.0108,GALAXY,4,3,--|--|--,--|--|--,none,74478.46309,0,6.38E-07,1822,286.27148,469.0793,599.59375,27.441343,44.96489,57.47571,0.91651165,0.942965,0.967685
434,3.51913E+16,0.5565,GALAXY,0.5565,GALAXY,4,3,--|--|--,--| LRG|--,none,1686.626684,0,7.71E-05,1812,1.7891461,9.955646,33.29051,0.65104437,3.6227152,12.113934,0.91771185,0.9437966,0.9681623
435,3.51913E+16,0.209,GALAXY,0.209,GALAXY,4,3,--|--|--,--|--|--,none,805.2270764,0,1.69E-05,1825,23.11794,50.318436,84.90548,2.150684,4.6811724,7.8988385,0.9226167,0.94719154,0.97010875
436,3.51913E+16,0.2322,GALAXY,0.2322,GALAXY,4,3,--|--|--,--|--|--,none,30202.95601,0,1.60E-06,1813,4.1305766,6.745393,6.6637406,2.5895362,4.2288136,4.177624,0.9214035,0.9463524,0.9696279
437,3.51913E+16,0.3677,GALAXY,0.3677,GALAXY,4,3,--|--|--,--|--|--,none,2439.977553,0,9.62E-06,1805,2.2645056,7.3455405,17.677824,1.1508723,3.7331676,8.984265,0.9116901,0.9396205,0.9657637
438,3.51913E+16,0.3562,GALAXY,0.3562,GALAXY,3.666666667,3,--|--|--,--| LRG|--,none,478.0330102,0,6.59E-05,1738,1.55675,7.718457,19.100868,0.8502127,4.2154036,10.431861,0.95208067,0.96746284,0.9816677
439,3.51913E+16,0.0694,GALAXY,0.0694,GALAXY,3.666666667,3,--|--|--,--| Noisy spectrum but clear emission lines|--,none,176.9628353,0,1.16E-05,1702,4.8803096,7.4804387,9.362132,0.9523148,1.4596887,1.8268713,0.94304234,0.9612665,0.9781459
440,3.51913E+16,0.5257,GALAXY,0.5257,GALAXY,4,3,--|--|--,--|--|--,none,225.6364712,0,6.54E-05,1706,1.5897118,6.6487017,17.61463,0.38900197,1.6269351,4.310294,0.94834363,0.96490324,0.98021406
441,3.51913E+16,0.1279,GALAXY,0.1279,GALAXY,4,3,--|--|--,--|--|--,none,2159.96632,0,5.07E-06,1732,4.435476,6.694388,8.302928,2.0409236,3.0803313,3.8204792,0.94883883,0.96524256,0.9804069
442,3.51913E+16,0.2822,GALAXY,0.2822,GALAXY,4,3,--|--|--,--|--|--,none,429.471722,0,2.27E-05,1742,4.3642845,11.119772,20.273706,1.1646122,2.9673183,5.410052,0.9352917,0.9559375,0.97510904
443,3.51913E+16,0.2359,GALAXY,0.2359,GALAXY,4,3,--|--|--,--|--|--,none,2217.909247,0,8.47E-06,1718,5.82125,15.429435,31.522161,1.6479056,4.367834,8.923435,0.9523275,0.9676318,0.9817636
444,3.51913E+16,0.4259,GALAXY,0.4259,GALAXY,4,3,--|--|--,--|--|--,none,242.9402755,0,6.21E-05,1721,1.9478778,7.291458,14.711486,0.56255776,2.105813,4.248758,0.94053155,0.9595418,0.9771638
445,3.51913E+16,0.1011,GALAXY,0.1011,GALAXY,4,3,--|--|--,--|--|--,none,6962.428222,0,2.34E-06,1747,7.454715,9.075874,11.243206,1.8681048,2.274357,2.817477,0.9470012,0.96398294,0.979691
446,3.51913E+16,0.192,GALAXY,0.192,GALAXY,4,3,--|--|--,--|LRG|--,none,1880.50221,0,3.17E-05,1743,39.965363,92.67679,167.29616,5.7494965,13.332668,24.067558,0.95089394,0.9666504,0.9812065
447,3.51913E+16,0.2683,GALAXY,0.2683,GALAXY,4,3,--|--|--,--| LRG|--,none,716.4034803,0,5.35E-05,1527,3.2616568,13.319118,27.705341,1.4126918,5.768789,11.9997635,0.95905334,0.97222996,0.9843704
448,3.51913E+16,0.3572,GALAXY,0.3572,GALAXY,4,3,--|--|--,--|--|--,none,1812.226446,0,2.05E-05,1711,5.65087,17.97543,37.692745,1.399861,4.452961,9.337431,0.9502204,0.96618915,0.9809446
449,3.51913E+16,0.4039,GALAXY,0.4039,GALAXY,4,3,--|--|--,--|--|--,none,1270.123928,0,2.46E-05,1518,3.252953,9.552401,19.514597,1.1976061,3.5168085,7.184487,0.95710176,0.97089684,0.9836152
450,3.51913E+16,0.3567,GALAXY,0.3567,GALAXY,4,3,--|--|--,--|--|H-alpha and SII,none,377.7419229,0,3.50E-05,1526,2.4121587,7.3473973,15.029419,0.80102414,2.4399068,4.990935,0.956187,0.9702717,0.98326087
451,3.51913E+16,0.2084,GALAXY,0.2084,GALAXY,4,3,--|--|--,--|--| OII and MgI,none,894.1265784,0,3.54E-05,1541,6.332295,20.310944,46.250664,2.3725297,7.609929,17.3288,0.9516421,0.96716267,0.9814973
452,3.51913E+16,0.3133,GALAXY,0.3133,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,1832.680901,0,1.17E-05,1523,3.580839,8.391827,15.597088,1.4720058,3.4496992,6.411627,0.9374038,0.9573911,0.97593814
453,3.51913E+16,0.7315,GALAXY,0.7315,GALAXY,4,3,--|--|--,--|--| OII and K,none,260.1818533,0,8.03E-05,1544,3.5267284,7.8115344,20.064775,0.6373992,1.4118087,3.6263843,0.9492068,0.96549475,0.98055017
454,3.51913E+16,0.2687,GALAXY,0.2687,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,5055.921214,0,4.42E-06,1505,6.8602853,12.772273,18.30531,1.8140106,3.3772705,4.8403273,0.95424855,0.9689462,0.9825093
455,3.51913E+16,0.1922,GALAXY,0.1922,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,1007.829025,0,1.50E-05,1546,12.84685,27.19464,45.012875,2.032154,4.301731,7.120274,0.9543219,0.9689964,0.9825378
456,3.51913E+16,0.2722,GALAXY,0.2722,GALAXY,4,3,--|--|--,--|--| OII and H-alpha,none,1201.971487,0,1.27E-05,1511,3.3287642,8.523063,15.386868,1.3793278,3.53167,6.3757997,0.9614632,0.9738749,0.9853017
457,3.51913E+16,0.2691,GALAXY,0.2691,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,2709.449071,0,7.47E-06,1536,3.0668545,7.3300495,13.829749,1.2274439,2.933698,5.535066,0.9596335,0.9726261,0.98459476
458,3.51913E+16,0.3009,GALAXY,0.3009,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,412.5651702,0,2.85E-05,1510,3.077383,11.995883,26.443298,0.885873,3.4532032,7.6121182,0.9621951,0.97437423,0.9855842
459,3.51913E+16,0.1017,GALAXY,0.1017,GALAXY,4,3,--|--|--,--|--| H-alpha and OIII doublet,none,14346.61279,0,1.73E-06,1543,19.937998,27.413765,35.06428,4.974034,6.8390512,8.747664,0.9589381,0.9721513,0.9843259
460,3.51913E+16,0.2075,GALAXY,0.2075,GALAXY,4,3,--|--|--,--|--| H K and H-beta,none,381.3485411,0,4.15E-05,2108,4.6228795,14.056204,28.692972,1.4160607,4.3056364,8.789109,0.96650964,0.9773152,0.98724705
461,3.51913E+16,0.5254,GALAXY,0.5254,GALAXY,4,3,--|--|--,--|--| OII and H-beta,none,1311.276835,0,1.26E-05,1512,3.981693,8.806678,13.646435,1.3927418,3.0804553,4.7733364,0.96128625,0.97375417,0.9852333
462,3.51913E+16,0.0536,GALAXY,0.0536,GALAXY,4,3,--|--|--,--|--| H-alpha and OIII,none,4618.103663,0,2.88E-06,1521,8.966833,13.077306,15.647944,2.5594041,3.732657,4.4663944,0.9577885,0.97136605,0.98388106
463,3.51913E+16,0.2698,GALAXY,0.2698,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,1395.93579,0,9.75E-06,2143,8.011257,18.552635,30.98126,2.155184,4.99102,8.334562,0.9664326,0.97726274,0.9872174
464,3.51913E+16,0.0465,GALAXY,0.0465,GALAXY,4,3,--|--|--,--|--| H-alpha and OIII doublet,none,1068.430224,0,4.98E-06,2116,20.6809,33.836807,41.70037,1.0309986,1.686856,2.0788758,0.95916694,0.97230756,0.98441434
465,3.51913E+16,0.1287,GALAXY,0.1287,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,7772.976951,0,2.38E-06,1549,19.423643,29.74836,39.91357,3.2088764,4.9145675,6.5939083,0.9582889,0.9717079,0.9840747
466,3.51913E+16,0.127,GALAXY,0.127,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,1019.560474,0,7.69E-06,1529,7.967766,16.389277,27.201225,2.0120304,4.1386404,6.8688874,0.95856863,0.971899,0.98418295
467,3.51913E+16,0.3185,GALAXY,0.3185,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,7200.071457,0,3.28E-06,2106,4.861989,9.834097,15.137469,2.546936,5.1515574,7.92971,0.95583355,0.97003007,0.9831239
468,3.51913E+16,0.6855,GALAXY,0.2482,GALAXY,3,3,R|--|--," Redrock redshift very wrong. z=0.24 is secure from emission lines but broad """"hump"""" in the continuum at 6800-7600A confused the fit. Difficult one to spot!|--| H-beta but little else","disagreement between inspectors, but redrock clearly wrong. took z=0.2482 with flag 3",5.122789172,4,2.63E-05,2131,3.8572755,8.787939,14.532964,0.99794984,2.2736053,3.7599514,0.9571409,0.9709236,0.98363036
469,3.51913E+16,0.2083,GALAXY,0.2083,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,248.8381313,0,3.07E-05,2144,2.5722334,6.44196,11.810374,1.3517916,3.3854578,6.2067327,0.9576746,0.97128826,0.98383695
470,3.51913E+16,0.5325,GALAXY,0.5325,GALAXY,4,3,--|--|--,--|--|OII and G,none,377.2966392,0,9.71E-05,2148,2.269466,8.966113,24.280518,0.64860797,2.5624936,6.939314,0.95947576,0.9725184,0.9845337
471,3.51913E+16,0.3189,GALAXY,0.3189,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,875.5105262,0,1.94E-05,2138,4.6429296,11.070528,19.341019,1.1874601,2.8313608,4.9465938,0.95632714,0.9703675,0.98331517
472,3.51913E+16,0.1693,GALAXY,0.1693,GALAXY,4,3,--|--|--,--|--| H-alpha and NII,none,695.5466707,0,2.01E-05,2133,5.057878,13.722827,31.144497,1.4772053,4.0078926,9.09607,0.9566492,0.97058755,0.9834399
473,3.51913E+16,0.2081,GALAXY,0.2081,GALAXY,4,3,--|--|--, LRG|--| bright; MgI and H,none,7480.37462,0,2.82E-05,2140,31.524696,110.47852,221.32413,8.206297,28.759027,57.613613,0.95691276,0.9707677,0.98354197
474,3.51913E+16,0.2883,GALAXY,0.2883,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,1806.272387,0,5.57E-06,3970,3.7456956,6.921182,10.106013,1.3520863,2.498344,3.6479747,0.9640411,0.9756331,0.98629624
475,3.51913E+16,0.2299,GALAXY,0.2299,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,1575.737413,0,1.98E-05,3954,16.971968,44.21818,80.436905,3.5216627,9.17522,16.69056,0.964274,0.9757918,0.986386
476,3.51913E+16,0.2299,GALAXY,0.2299,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,11064.6797,0,2.81E-06,3449,8.838059,18.373285,30.384043,4.855389,10.093782,16.692165,0.96517974,0.9764092,0.986735
477,3.51913E+16,0.5228,GALAXY,0.5228,GALAXY,3,3,--|--|--, Noisy spectrum with weak lines. Insecure redshift.|--| OII and H-beta,"disagreement in flag, took the mean.",94.38041156,0,9.87E-05,2819,1.5292863,6.1838427,17.15786,0.40717492,1.646458,4.568308,0.96723235,0.97780746,0.98752517
478,3.51913E+16,0.2073,GALAXY,0.2073,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,1975.300154,0,7.42E-06,3963,23.495493,47.750748,76.36056,2.529994,5.141799,8.222502,0.9644425,0.9759067,0.98645097
479,3.51913E+16,0.207,GALAXY,0.207,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,327.2500682,0,2.36E-05,2846,3.6172254,10.281746,18.996077,0.80854195,2.2982318,4.2461066,0.9658888,0.9768923,0.9870081
480,3.51913E+16,0.1128,GALAXY,0.1128,GALAXY,4,3,--|--|--,--|--| H-alpha and OIII doublet,none,3792.155634,0,3.18E-06,3406,7.321936,11.333775,14.778204,2.9939115,4.634337,6.042751,0.9651016,0.9763559,0.98670495
481,3.51913E+16,0.1602,GALAXY,0.1602,GALAXY,4,3,--|--|--,LRG|--| K and MgI,none,3051.648907,0,2.64E-05,3426,85.19803,205.34404,370.87445,7.28454,17.557178,31.71024,0.9667707,0.97749305,0.98734754
482,3.51913E+16,0.2061,GALAXY,0.2061,GALAXY,4,3,--|--|--,--|--| H-alpha and SII,none,180.171385,0,1.43E-05,3419,4.3041553,8.2746935,12.962578,0.9012114,1.7325696,2.7141266,0.9658745,0.9768826,0.98700255
483,3.51913E+16,0.3077,GALAXY,0.3077,GALAXY,4,3,--|--|--,--|--| OII and H-alpha,none,2120.384899,0,6.64E-06,2831,4.760491,9.30031,15.242344,1.8480667,3.6104665,5.917219,0.96600693,0.9769728,0.9870536
484,3.51913E+16,0.1041,GALAXY,0.1041,GALAXY,4,3,--|--|--,--|--| OII and H-alpha,none,3669.945189,0,4.66E-06,2839,33.12815,54.03421,75.816666,4.666973,7.6121426,10.680775,0.96690524,0.97758466,0.9873993
485,3.51913E+16,0.2381,GALAXY,0.2381,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta,none,4188.965555,0,4.29E-06,3431,5.7027903,10.69706,15.182768,1.9074408,3.577899,5.078256,0.9672869,0.9778446,0.98754615
486,3.51913E+16,0.302,GALAXY,0.302,GALAXY,4,3,--|--|--,--|--| H-alpha and OII,none,1682.664389,0,6.34E-06,3443,5.662413,12.493654,21.426613,1.8548169,4.0925026,7.0186405,0.96852076,0.9786846,0.9880206
487,3.51913E+16,0.128,GALAXY,0.128,GALAXY,4,3,--|--|--,--|--| H-alpha and H-beta;,none,365.0910137,0,3.24E-05,3989,11.615393,28.406929,52.190907,2.3246343,5.6851907,10.445172,0.96095073,0.9735252,0.9851038
488,3.51913E+16,0.1264,GALAXY,0.1264,GALAXY,4,3,--|--|--,Post-starburst?|--| H-beta and H-delta,none,333.4013891,0,5.22E-05,3972,5.378412,12.453596,21.430304,2.2304924,5.1646566,8.887405,0.96072924,0.97337407,0.9850182
