,TargetID,Redrock z,Redrock spectype,best redshift,best spectype,vi_combined_flag,N_VI,DELTACHI2,FIBER,FLUX_G,FLUX_R,FLUX_Z,FIBERFLUX_G,FIBERFLUX_R,FIBERFLUX_Z,MW_TRANSMISSION_G,MW_TRANSMISSION_R,MW_TRANSMISSION_Z,TARGET_RA,TARGET_DEC
1300,35191347778420864,0.126,GALAXY,0.126,GALAXY,4.0,3,2332.161297082901,3883,6.939808,9.226863,11.06035,2.1613957999999998,2.8736966,3.4447343,0.94607246,0.9633459999999999,0.97932893,181.86942117999888,58.882455225909645
1301,35191347778420940,0.1283,GALAXY,0.1283,GALAXY,4.0,3,646.6954898834229,3529,5.492261,8.094992,9.605657,1.1126856,1.6399767,1.9460244999999998,0.9438457,0.96181804,0.9784598,181.58601614244628,58.88815574345486
1302,35191347778421659,0.6919,GALAXY,0.6919,GALAXY,4.0,3,385.0927647054195,3502,2.0351627,7.1866083,20.240723000000003,0.44855183,1.5839355,4.4610753,0.9426812,0.96101856,0.97800475,181.49443135249973,58.933198874542065
1303,35191347778421708,0.188,GALAXY,0.188,GALAXY,4.0,3,1719.533225924708,3851,10.597787,33.219902000000005,67.10472,3.5608047999999997,11.161725,22.546860000000002,0.9388178,0.9583636999999999,0.9764925999999999,181.73144826101142,58.93795263051452
1304,35191347778422071,0.0106,GALAXY,0.0106,GALAXY,4.0,3,43611.84009221196,3891,6.7865286,5.616706,3.0947852000000005,5.2757525,4.3663483,2.4058425,0.9352832,0.95593166,0.9751056999999999,181.5597665789243,58.96769128245258
1305,35191347778422103,0.1276,GALAXY,0.1276,GALAXY,4.0,3,1689.4303886890411,3591,5.3198504,8.708029,11.812135000000001,1.9880205000000002,3.2541783,4.414178,0.9445513000000001,0.9623023,0.9787353000000001,181.90427599136643,58.96371553783124
1306,35191347778422382,0.0111,GALAXY,0.0111,GALAXY,4.0,3,62394.094628930085,3857,138.55786,158.37863000000002,144.00377,7.000715,8.002171,7.275873,0.9346687,0.9555085999999999,0.97486424,181.57366091963482,58.9924808076354
1307,35191347778422570,0.1017,GALAXY,0.1017,GALAXY,4.0,3,1794.605319797993,3691,9.325381,18.48447,29.895440999999998,2.5493493,5.0532379999999995,8.17274,0.9411485,0.95996577,0.9774053,181.9114620743884,58.99761183533319
1308,35191347778422866,0.5294,GALAXY,0.5294,GALAXY,3.6666666666666665,3,210.41298041492698,3875,3.047666,8.6965685,19.984070000000003,0.65845376,1.8789092,4.3175945,0.93604827,0.95645833,0.97540617,181.6989514839696,59.017206728907595
1309,35191347778422980,0.1283,GALAXY,0.1283,GALAXY,4.0,3,1115.6520701646803,3697,10.121813000000001,16.181379999999997,20.558725,1.875072,2.99761,3.8085165,0.938622,0.9582290000000001,0.9764158000000002,181.85883219281402,59.024866387209656
1310,35191347778423277,0.2474,GALAXY,0.2474,GALAXY,4.0,3,10084.527054786682,3863,3.9670415,7.123070200000001,9.254203,2.2741043999999997,4.083296,5.3049664000000005,0.9385658000000001,0.9581904,0.97639376,181.56586456934448,59.044447357700044
1311,35191347778423416,0.2426,GALAXY,0.2426,GALAXY,4.0,3,671.9620243906975,3862,3.5458917999999997,7.573372999999999,11.188482,1.0917355,2.3317463,3.4447927000000003,0.93817574,0.9579221,0.9762409,181.68193663625163,59.053819618817094
1312,35191347778423462,0.0551,GALAXY,0.0551,GALAXY,3.333333333333333,3,67.76197472773492,3871,4.4455523,7.451397999999999,9.352949,0.93552935,1.5680843999999998,1.96825,0.94247025,0.96087366,0.97792226,181.5045066186992,59.056077815909404
1313,35191347778423777,0.0141,GALAXY,0.0141,GALAXY,1.0,3,2.4154506969098293,3686,3.6605303,10.571482000000001,27.547622999999998,0.43055627,1.2434312,3.2401867,0.9390019000000001,0.9584903,0.9765647,181.7652981508553,59.074994707102846
1314,35191347778423985,0.3447,GALAXY,0.3447,GALAXY,4.0,3,4437.907876968384,3666,4.434758,9.639196,15.734369000000001,1.4601313,3.1736777000000003,5.1804957,0.9379228000000001,0.9577482,0.9761417,181.90035601567538,59.089207276946354
1315,35191347778424321,0.0974,GALAXY,0.0974,GALAXY,4.0,3,2138.770476177335,3860,68.83589,176.7969,370.66083,9.787853,25.138952,52.70468,0.94200665,0.96055526,0.977741,181.62924864216416,59.115234951030864
1316,35191347782615078,0.1277,GALAXY,0.1277,GALAXY,4.0,3,8183.932175836526,3580,50.109553999999996,117.975555,218.29001,12.601614999999999,29.668646000000003,54.89585,0.9440427,0.9619533000000001,0.9785367,182.3315807148552,58.87771842399971
1317,35191347782615542,0.2215,GALAXY,0.2215,GALAXY,4.0,3,6713.241422653198,3569,14.293323000000001,33.523740000000004,58.97093,4.259588,9.990491,17.574070000000003,0.9387474,0.95831525,0.9764649999999999,182.12362095797727,58.908159171252095
1318,35191347782615653,0.1014,GALAXY,0.1014,GALAXY,4.0,3,2735.280973941088,3575,15.14199,28.79487,45.96566,5.0820465,9.664309,15.427273999999999,0.9441328000000001,0.96201515,0.9785719,182.40488859805558,58.91614816701252
1319,35191347782615677,0.2391,GALAXY,0.2391,GALAXY,4.0,3,2342.3958352804184,3599,5.102101,11.178255,18.153399,1.9508763999999998,4.2741985,6.9412656,0.94116104,0.95997435,0.9774101999999999,182.05594823214318,58.9170801942259
1320,35191347782615717,0.2763,GALAXY,0.2763,GALAXY,4.0,3,802.3493323847651,3583,3.5378606,12.992438,25.859068,1.8380419,6.750024000000001,13.434687,0.94353867,0.9616073,0.9783398000000001,182.31889133582527,58.920452172551954
1321,35191347782615874,0.1021,GALAXY,0.1021,GALAXY,4.0,3,465.1557440012692,3550,8.584782,15.377657000000001,22.573211999999998,1.6818483,3.0126436,4.422328,0.93908983,0.95855075,0.97659916,182.1757695431451,58.92880267138653
1322,35191347782615881,0.2339,GALAXY,0.2339,GALAXY,4.0,3,4537.5302481651315,3586,15.735871,52.55131,97.94071,5.500051999999999,18.367903,34.23255,0.9430132999999999,0.9612466000000001,0.9781344999999999,182.0112858751679,58.92964993214972
1323,35191347782615957,0.1249,GALAXY,0.1249,GALAXY,4.0,3,2200.2588406205177,3574,34.65763,71.03654499999999,115.58188,4.1268115,8.458583,13.762758999999999,0.938833,0.95837414,0.9764985,182.1428168039344,58.93758804077468
1324,35191347782616240,0.127,GALAXY,0.127,GALAXY,3.6666666666666665,3,5236.454902127385,3577,35.84345,96.331985,188.19807,9.318121000000001,25.043158,48.925327,0.93939525,0.95876074,0.97671884,182.19567033938026,58.95825447966745
1325,35191347782616405,0.4349,GALAXY,0.4349,GALAXY,4.0,3,1447.5553286075592,3555,2.353577,6.439482,11.042956,1.0663773,2.9176517000000004,5.0034304,0.94373053,0.9617389999999999,0.9784148000000001,182.34121303070162,58.96815321107558
1326,35191347782616496,0.3209,GALAXY,0.3209,GALAXY,4.0,3,574.992883682251,3559,4.538474,11.69324,21.187328,1.0917482,2.812856,5.096697,0.9413860000000001,0.9601289000000001,0.9774982,182.05657609440792,58.97091389137385
1327,35191347782616658,0.0503,GALAXY,0.0503,GALAXY,4.0,3,812.4038490265375,3570,92.32408000000001,135.93743999999998,168.6738,2.3188869999999997,3.4143157,4.236549,0.93934065,0.9587232,0.97669744,182.25030187941886,58.98780091722684
1328,35191347782616772,0.1277,GALAXY,0.1277,GALAXY,4.0,3,6435.993143558502,3562,22.526354,38.731228,56.4127,4.968237,8.542256,12.441944,0.9414004,0.9601388000000001,0.97750384,181.9920442859529,58.98987123661232
1329,35191347782617018,0.1292,GALAXY,0.1292,GALAXY,4.0,3,2920.0720602869987,3597,34.016094,67.48048,109.45171,5.442394999999999,10.796519,17.511696,0.9396876000000001,0.9589617,0.97683334,182.0520726441965,59.001466695354345
